rank,sn,carries,crosses,county,owner,maint,year_built,year_recon,adt,adt_year,truck_pct,min_rating,poor_since,streak,status,lat,lon
928,321160.0,LOCAL,HONEY CREEK,Taylor,County,County,1962,0.0,15,2022,0,0.0,2010,16,CLOSED to traffic,40.596875000000004,-94.68104722222223
929,321300.0,LOCAL,EAST 102 RIVER,Taylor,County,County,1967,2004.0,15,2021,0,3.0,2010,16,Posted (load limit),40.60798333333334,-94.768675
930,84700.0,LOCAL,MAPLE RIVER,Buena Vista,County,County,1914,1939.0,15,2021,0,0.0,2010,16,CLOSED to traffic,42.60753888888889,-95.32869444444444
931,234240.0,LOCAL,DRAINAGE,Madison,County,County,1952,1985.0,15,2022,0,4.0,2010,16,Posted (load limit),41.40674444444444,-94.20396944444445
932,78230.0,LOCAL,MONTGOMERY CREEK,Boone,County,County,1915,0.0,15,2022,0,4.0,2010,16,Posted (load limit),42.13166944444445,-93.7569
933,78190.0,LOCAL,IOWAY CREEK,Boone,County,County,1900,0.0,15,2022,0,4.0,2010,16,Posted (load limit),42.152055555555556,-93.71541111111111
934,177870.0,240TH STREET,PIGEON CREEK,Harrison,County,County,1967,0.0,15,2022,0,4.0,2010,16,Posted (load limit),41.660777777777774,-95.59333055555555
935,114130.0,FM,BRANCH LONG CREEK,Clarke,County,County,1952,0.0,15,2022,0,4.0,2010,16,Open,40.97274166666667,-93.99483888888889
936,324110.0,LOCAL,W F 102 RIVER,Taylor,County,County,1910,0.0,15,2022,0,0.0,2010,16,CLOSED to traffic,40.84238611111111,-94.83364444444445
937,148730.0,LOCAL,JACK CREEK,Emmet,County,County,1955,0.0,15,2022,0,3.0,2010,16,Open,43.35637222222223,-94.60816944444444
938,78450.0,236TH ST,BUCK CREEK,Bremer,County,County,1957,0.0,15,2022,0,0.0,2010,16,CLOSED to traffic,42.70380555555556,-92.12609722222221
939,354770.0,LOCAL,STREAM,Woodbury,County,County,1940,1982.0,15,2022,0,3.0,2010,16,Posted (load limit),42.52166388888889,-95.8789361111111
940,316280.0,100TH ST,KEIGLEY BRANCH,Story,County,County,1900,1974.0,15,2022,0,4.0,2010,16,Posted (load limit),42.20932222222223,-93.66538333333334
941,315730.0,720TH AVE,HARDIN-STORY DD 1,Story,County,County,1900,1974.0,15,2022,0,4.0,2010,16,Posted (load limit),42.18767222222222,-93.27058611111111
942,332980.0,LOCAL ROAD,BRANCH OTTER CREEK,Warren,County,County,1950,1981.0,15,2022,7,3.0,2010,16,Posted (load limit),41.19537777777777,-93.5293361111111
943,322150.0,LOCAL,WEST 102 RIVER,Taylor,County,County,1968,0.0,15,2022,0,0.0,2010,16,CLOSED to traffic,40.685380555555554,-94.8527611111111
944,333390.0,LOCAL ROAD,BOX ELDER CREEK,Warren,County,County,1940,1977.0,15,2022,20,0.0,2010,16,CLOSED to traffic,41.206294444444445,-93.70399166666667
945,102691.0,ROSE AVE,SMALL,Cedar,County,County,1979,0.0,15,2022,0,0.0,2010,16,CLOSED to traffic,41.737452777777776,-91.03494722222221
946,326130.0,LOCAL,WEST PLATTE RIVER,Union,County,County,1900,0.0,15,2022,0,0.0,2010,16,CLOSED to traffic,41.01957222222222,-94.43306111111112
947,323430.0,ADAMS-TAYLOR ST,W BRANCH 102 RIVER,Taylor,County,County,1920,0.0,15,2022,0,0.0,2010,16,CLOSED to traffic,40.89987222222222,-94.70026111111112
948,103550.0,205TH ST,ROCK CR,Cedar,County,County,1917,0.0,15,2022,0,4.0,2010,16,Posted (restriction),41.793680555555554,-90.99322222222223
949,103125.0,GRANT AVE,SMALL,Cedar,County,County,1976,0.0,15,2021,0,3.0,2010,16,Posted (load limit),41.69976111111111,-91.23475
950,159230.0,240 STREET,STREAM,Fremont,County,County,1957,0.0,15,2021,0,3.0,2010,16,Posted (load limit),40.70039722222222,-95.48209722222222
951,299340.0,LOCAL,BOYER RIVER,Sac,County,County,1931,0.0,15,2022,0,4.0,2010,16,Posted (restriction),42.282975,-95.12403611111111
952,249490.0,LOCAL,JORDAN CREEK,Monona,County,County,1912,0.0,15,2022,0,0.0,2010,16,CLOSED to traffic,41.94300833333333,-95.86749999999999
953,268861.0,LOCAL,DD 63,Palo Alto,County,County,1958,0.0,15,2022,0,3.0,2010,16,Posted (load limit),42.99523888888889,-94.78422222222223
954,170780.0,LOCAL,BEAR CR,Hamilton,County,County,1918,0.0,15,2022,0,4.0,2010,16,Posted (restriction),42.22376666666667,-93.47488611111112
955,169940.0,LOCAL RD,STREAM,Guthrie,County,County,1920,0.0,15,2022,0,3.0,2010,16,Open,41.83436666666667,-94.47361388888889
956,202220.0,ORANGE BLVD,MIDDLE WALNUT CREEK,Jefferson,County,County,1922,1959.0,15,2022,0,0.0,2010,16,CLOSED to traffic,41.10923888888889,-91.89584722222223
957,353260.0,LOCAL,CREEK,Woodbury,County,County,1955,0.0,15,2022,0,3.0,2010,16,Posted (load limit),42.44353888888889,-95.87245277777777
958,149680.0,ROSE RD.,OTTER CR,Fayette,County,County,1956,0.0,15,2022,0,3.0,2010,16,CLOSED to traffic,42.69296666666666,-91.94883055555556
959,113650.0,LOCAL,CHARITON CR,Clarke,County,County,1960,1969.0,15,2022,0,3.0,2010,16,Posted (load limit),40.93778333333333,-93.56146944444444
960,232220.0,LOCAL RD,N FORK CLANTON CREEK,Madison,County,County,1900,1985.0,15,2022,0,3.0,2010,16,Posted (load limit),41.217169444444444,-94.077125
961,219701.0,LOCAL ROAD,CREEK,Lee,County,County,1977,0.0,15,2022,0,3.0,2010,16,Posted (restriction),40.7462,-91.51050277777777
962,275000.0,190TH ST,MINK CREEK,Plymouth,County,County,1947,0.0,15,2022,0,4.0,2010,16,Posted (load limit),42.778730555555555,-96.26911944444444
963,222760.0,RED BRIDGE RD,BUFFALO CR,Linn,County,County,1900,1988.0,15,2021,0,4.0,2010,16,Posted (load limit),42.252002777777776,-91.47999166666666
964,137640.0,LOCAL,W FORK BIG CREEK,Decatur,County,County,1929,0.0,15,2022,0,0.0,2010,16,Open (temporary),40.68185555555555,-94.00794722222223
965,344140.0,LOCAL,LIZARD CREEK,Webster,County,County,1962,0.0,15,2022,0,3.0,2010,16,Posted (load limit),42.563913888888884,-94.40295277777778
966,338541.0,FM,MID FK MEDICINE RIVER,Wayne,County,County,1980,0.0,15,2022,0,4.0,2010,16,Posted (load limit),40.597969444444445,-93.3574611111111
967,169730.0,LOCAL,STREAM,Guthrie,County,County,1928,0.0,15,2022,0,4.0,2010,16,Posted (load limit),41.849047222222225,-94.38863888888889
968,168770.0,LOCAL,STREAM,Guthrie,County,County,1941,0.0,15,2022,0,3.0,2010,16,Posted (load limit),41.753230555555554,-94.32500277777777
969,276450.0,OTTER AVE,WILLOW CREEK,Plymouth,County,County,1949,0.0,15,2021,0,4.0,2010,16,Posted (load limit),42.84867222222223,-96.07556944444444
